task_uid,label,family,k,difficulty,base_uplift,skill_uids,prompt
6c51-bc61-9147-7ae1,language-133583f4,language,1,1.43,1.005,d19f-5218-6b1f-762d,Edit the text so it satisfies write second person imperative without changing the meaning.
aca4-a29a-315d-a63f,language-3ec06664,language,1,0.85,0.09,4947-baeb-67a6-4d86,Produce a short paragraph that demonstrates follow strict output format on the topic of gardening.
74d6-8041-a3d0-b44c,language-b1c12e8a,language,1,0.512,1.144,8f7d-c7b7-a67c-1b42,Write two sentences about dueling that exhibit mask personally identifiable token.
d787-b3e5-7eee-2fb0,language-a4de62ab,language,1,1.983,-0.985,11fe-05d8-580f-1a1c,Edit the text so it satisfies model agent false belief without changing the meaning.
e65a-cee9-3b9f-dabf,language-6c49c1fd,language,1,2.626,0.036,a0b0-1fee-981c-21e2,Produce a short paragraph that demonstrates use extended visual metaphor on the topic of gardening.
6116-2935-519d-2955,language-18de6bdd,language,1,1.652,0.775,11fe-05d8-580f-1a1c,"Rewrite the passage in model agent false belief, keeping it under three sentences."
569c-246b-85f2-7fc8,detect-use (Media),mixed,2,-0.973,0.125,9497-0a31-bdac-d752|a0b0-1fee-981c-21e2,"[Media] Complete a task requiring: detect self serving attribution, use extended visual metaphor."
3808-86ce-2975-488b,read-extract (Office),mixed,2,-0.946,0.279,2c4b-d52c-515f-3d93|2cef-86c9-1c16-d9ca,"[Office] Complete a task requiring: read file summarize role, extract main claim text."
58b9-70b1-5692-bddd,trace-maintain-validate (SW Eng),mixed,3,-1.028,0.031,88ef-dd83-ca4a-4ea3|5e4d-1d58-97b4-101e|9b93-d7b5-580a-9459,"[SW Eng] Complete a task requiring: trace variable across call, maintain consistent narrative tense, validate numeric answer exactly."
838c-9b21-0991-bebd,draw-detect (Health),mixed,2,-1.086,0.038,8126-24c9-5cd1-b984|9497-0a31-bdac-d752,"[Health] Complete a task requiring: draw vivid sensory analogy, detect self serving attribution."
3afe-dbf3-781e-2285,detect-model-negate (Science),mixed,3,-0.644,0.877,9497-0a31-bdac-d752|11fe-05d8-580f-1a1c|d99b-3d1e-59b2-7635,"[Science] Complete a task requiring: detect self serving attribution, model agent false belief, negate reductio ad absurdum."
74da-b390-5387-8b2b,compute-mask-use (Math),mixed,3,-0.674,0.374,e306-9670-5742-a9e0|8f7d-c7b7-a67c-1b42|a0b0-1fee-981c-21e2,"[Math] Complete a task requiring: compute weighted average correctly, mask personally identifiable token, use extended visual metaphor."
50e8-79f9-d14a-b3da,draw-negate-factor (Robotics),mixed,3,-0.649,0.586,8126-24c9-5cd1-b984|d99b-3d1e-59b2-7635|c3df-bdf4-2447-8417,"[Robotics] Complete a task requiring: draw vivid sensory analogy, negate reductio ad absurdum, factor quadratic expression cleanly."
bc6b-b5bb-bc1e-157c,detect-factor-compute (Health),mixed,3,-0.613,0.167,9497-0a31-bdac-d752|c3df-bdf4-2447-8417|e306-9670-5742-a9e0,"[Health] Complete a task requiring: detect self serving attribution, factor quadratic expression cleanly, compute weighted average correctly."
8f70-9bbb-9f18-2560,model-extract (Health),mixed,2,-0.457,0.635,11fe-05d8-580f-1a1c|2cef-86c9-1c16-d9ca,"[Health] Complete a task requiring: model agent false belief, extract main claim text."
bbd1-9a78-6cd1-8769,compute-validate (Science),mixed,2,-0.941,0.646,e306-9670-5742-a9e0|9b93-d7b5-580a-9459,"[Science] Complete a task requiring: compute weighted average correctly, validate numeric answer exactly."
60fd-afb3-8a1a-f2c5,validate (Robotics),mixed,1,-1.096,0.86,9b93-d7b5-580a-9459,[Robotics] Complete a task requiring: validate numeric answer exactly.
3a42-3fb0-1ebb-7cde,mask-use (Health),mixed,2,-0.625,0.152,8f7d-c7b7-a67c-1b42|a0b0-1fee-981c-21e2,"[Health] Complete a task requiring: mask personally identifiable token, use extended visual metaphor."
3214-99eb-bdb6-e49b,follow-compute (Media),mixed,2,-0.774,0.463,4947-baeb-67a6-4d86|e306-9670-5742-a9e0,"[Media] Complete a task requiring: follow strict output format, compute weighted average correctly."
3036-306d-7b0d-b344,draw (Health),mixed,1,-0.782,0.723,8126-24c9-5cd1-b984,[Health] Complete a task requiring: draw vivid sensory analogy.
e3a0-ed32-7dee-1227,detect-mask (Energy),mixed,2,-0.513,0.543,9497-0a31-bdac-d752|8f7d-c7b7-a67c-1b42,"[Energy] Complete a task requiring: detect self serving attribution, mask personally identifiable token."
de15-49a4-d1e6-cbab,use-extract-read (Science),mixed,3,0.126,0.208,a0b0-1fee-981c-21e2|2cef-86c9-1c16-d9ca|2c4b-d52c-515f-3d93,"[Science] Complete a task requiring: use extended visual metaphor, extract main claim text, read file summarize role."
a7e7-af04-6ef3-9848,negate-infer-draw (Finance),mixed,3,-0.047,0.854,d99b-3d1e-59b2-7635|0cd2-0be4-551b-3df9|8126-24c9-5cd1-b984,"[Finance] Complete a task requiring: negate reductio ad absurdum, infer hidden speaker intention, draw vivid sensory analogy."
d680-9d74-5d09-4f32,compute-extract (Energy),mixed,2,-0.111,0.46,e306-9670-5742-a9e0|2cef-86c9-1c16-d9ca,"[Energy] Complete a task requiring: compute weighted average correctly, extract main claim text."
4922-c3be-f1f8-e287,read (Math),mixed,1,-0.389,0.343,2c4b-d52c-515f-3d93,[Math] Complete a task requiring: read file summarize role.
ad68-50bd-209d-edcc,mask (SW Eng),mixed,1,-0.831,0.398,8f7d-c7b7-a67c-1b42,[SW Eng] Complete a task requiring: mask personally identifiable token.
9681-e0a3-cd10-dff9,maintain (Math),mixed,1,-0.409,0.8,5e4d-1d58-97b4-101e,[Math] Complete a task requiring: maintain consistent narrative tense.
6612-8445-9277-0efa,use-factor (Health),mixed,2,0.001,0.733,a0b0-1fee-981c-21e2|c3df-bdf4-2447-8417,"[Health] Complete a task requiring: use extended visual metaphor, factor quadratic expression cleanly."
6c27-9d90-f7c2-fceb,mask-parse (Math),mixed,2,-0.267,0.822,8f7d-c7b7-a67c-1b42|770a-9805-f599-86ad,"[Math] Complete a task requiring: mask personally identifiable token, parse malformed csv row."
2204-37fe-acad-4f58,negate-factor-follow (Office),mixed,3,0.221,0.351,d99b-3d1e-59b2-7635|c3df-bdf4-2447-8417|4947-baeb-67a6-4d86,"[Office] Complete a task requiring: negate reductio ad absurdum, factor quadratic expression cleanly, follow strict output format."
ac84-b0e8-53a6-2836,mask-infer-parse (Mfg),mixed,3,0.364,0.105,8f7d-c7b7-a67c-1b42|0cd2-0be4-551b-3df9|770a-9805-f599-86ad,"[Mfg] Complete a task requiring: mask personally identifiable token, infer hidden speaker intention, parse malformed csv row."
784b-0b1b-b665-b601,read (Energy),mixed,1,-0.22,0.625,2c4b-d52c-515f-3d93,[Energy] Complete a task requiring: read file summarize role.
9ccf-afa7-08ac-c423,use (Cyber),mixed,1,0.294,0.498,a0b0-1fee-981c-21e2,[Cyber] Complete a task requiring: use extended visual metaphor.
ec05-be50-34f5-9e62,model (Math),mixed,1,0.202,0.731,11fe-05d8-580f-1a1c,[Math] Complete a task requiring: model agent false belief.
35b9-d764-c805-fe7d,use-validate-parse (Health),mixed,3,0.485,0.177,a0b0-1fee-981c-21e2|9b93-d7b5-580a-9459|770a-9805-f599-86ad,"[Health] Complete a task requiring: use extended visual metaphor, validate numeric answer exactly, parse malformed csv row."
78d0-5ce8-4543-62ac,write (Office),mixed,1,0.098,0.393,d19f-5218-6b1f-762d,[Office] Complete a task requiring: write second person imperative.
1882-a7ef-728d-299e,trace-draw (Office),mixed,2,0.462,0.239,88ef-dd83-ca4a-4ea3|8126-24c9-5cd1-b984,"[Office] Complete a task requiring: trace variable across call, draw vivid sensory analogy."
1c43-c0d4-160d-f7c3,mask-negate (SW Eng),mixed,2,0.568,0.169,8f7d-c7b7-a67c-1b42|d99b-3d1e-59b2-7635,"[SW Eng] Complete a task requiring: mask personally identifiable token, negate reductio ad absurdum."
e02a-dec1-b349-9807,follow-detect-factor (Robotics),mixed,3,0.946,0.858,4947-baeb-67a6-4d86|9497-0a31-bdac-d752|c3df-bdf4-2447-8417,"[Robotics] Complete a task requiring: follow strict output format, detect self serving attribution, factor quadratic expression cleanly."
0e94-483a-66b1-f37e,validate (Mfg),mixed,1,0.167,0.403,9b93-d7b5-580a-9459,[Mfg] Complete a task requiring: validate numeric answer exactly.
1e08-00a4-100b-571b,trace (Science),mixed,1,0.86,0.556,88ef-dd83-ca4a-4ea3,[Science] Complete a task requiring: trace variable across call.
a6e6-a79c-4942-9a6c,model (Math),mixed,1,0.481,0.712,11fe-05d8-580f-1a1c,[Math] Complete a task requiring: model agent false belief.
c2d1-540b-ee87-84be,mask-parse (Science),mixed,2,0.596,0.373,8f7d-c7b7-a67c-1b42|770a-9805-f599-86ad,"[Science] Complete a task requiring: mask personally identifiable token, parse malformed csv row."
c787-b4a8-ab4c-a852,trace (Cyber),mixed,1,0.832,0.709,88ef-dd83-ca4a-4ea3,[Cyber] Complete a task requiring: trace variable across call.
6033-3852-1625-7c80,negate-use (Robotics),mixed,2,1.128,0.657,d99b-3d1e-59b2-7635|a0b0-1fee-981c-21e2,"[Robotics] Complete a task requiring: negate reductio ad absurdum, use extended visual metaphor."
6710-158e-b6a3-c0f7,trace (Energy),mixed,1,0.986,0.347,88ef-dd83-ca4a-4ea3,[Energy] Complete a task requiring: trace variable across call.
7487-c701-dbb9-6c56,parse-validate-follow (Office),mixed,3,0.84,0.296,770a-9805-f599-86ad|9b93-d7b5-580a-9459|4947-baeb-67a6-4d86,"[Office] Complete a task requiring: parse malformed csv row, validate numeric answer exactly, follow strict output format."
c5e3-22f7-9efd-d3ff,read-redact (Media),mixed,2,0.798,0.51,2c4b-d52c-515f-3d93|368d-9858-4d5d-de23,"[Media] Complete a task requiring: read file summarize role, redact sensitive financial figure."
3e4a-678e-e49e-d84d,redact-validate (Math),mixed,2,0.807,0.516,368d-9858-4d5d-de23|9b93-d7b5-580a-9459,"[Math] Complete a task requiring: redact sensitive financial figure, validate numeric answer exactly."
ce0b-da2d-f098-fb6c,write (Health),mixed,1,1.13,0.848,d19f-5218-6b1f-762d,[Health] Complete a task requiring: write second person imperative.
d241-c2e8-32b5-cd04,extract-trace (Energy),mixed,2,1.483,0.442,2cef-86c9-1c16-d9ca|88ef-dd83-ca4a-4ea3,"[Energy] Complete a task requiring: extract main claim text, trace variable across call."
9d31-9b81-6865-08df,validate-parse-write (Health),mixed,3,1.267,0.798,9b93-d7b5-580a-9459|770a-9805-f599-86ad|d19f-5218-6b1f-762d,"[Health] Complete a task requiring: validate numeric answer exactly, parse malformed csv row, write second person imperative."
0060-84fa-c77c-d34c,use-draw (Energy),mixed,2,1.364,0.288,a0b0-1fee-981c-21e2|8126-24c9-5cd1-b984,"[Energy] Complete a task requiring: use extended visual metaphor, draw vivid sensory analogy."
540c-aec1-2527-99a3,read-trace-validate (Cyber),mixed,3,1.483,0.846,2c4b-d52c-515f-3d93|88ef-dd83-ca4a-4ea3|9b93-d7b5-580a-9459,"[Cyber] Complete a task requiring: read file summarize role, trace variable across call, validate numeric answer exactly."
2074-6876-ffc7-3155,use-factor-follow (Science),mixed,3,1.695,0.622,a0b0-1fee-981c-21e2|c3df-bdf4-2447-8417|4947-baeb-67a6-4d86,"[Science] Complete a task requiring: use extended visual metaphor, factor quadratic expression cleanly, follow strict output format."
0ecf-9b7d-7074-2e9f,read-use (Health),mixed,2,1.503,0.81,2c4b-d52c-515f-3d93|a0b0-1fee-981c-21e2,"[Health] Complete a task requiring: read file summarize role, use extended visual metaphor."
ed1e-ca97-d427-89af,factor-mask-infer (Office),mixed,3,1.682,0.071,c3df-bdf4-2447-8417|8f7d-c7b7-a67c-1b42|0cd2-0be4-551b-3df9,"[Office] Complete a task requiring: factor quadratic expression cleanly, mask personally identifiable token, infer hidden speaker intention."
15b9-7b51-9c44-8cf8,maintain-redact (Energy),mixed,2,1.501,0.229,5e4d-1d58-97b4-101e|368d-9858-4d5d-de23,"[Energy] Complete a task requiring: maintain consistent narrative tense, redact sensitive financial figure."
85a2-5ca9-70ea-b24a,trace-redact-factor (Cyber),mixed,3,1.93,0.66,88ef-dd83-ca4a-4ea3|368d-9858-4d5d-de23|c3df-bdf4-2447-8417,"[Cyber] Complete a task requiring: trace variable across call, redact sensitive financial figure, factor quadratic expression cleanly."
c9d5-028f-f3f9-6e50,mask-extract-model (Robotics),mixed,3,1.97,0.156,8f7d-c7b7-a67c-1b42|2cef-86c9-1c16-d9ca|11fe-05d8-580f-1a1c,"[Robotics] Complete a task requiring: mask personally identifiable token, extract main claim text, model agent false belief."
051a-c06e-0ce5-4b02,validate-model-follow (Science),mixed,3,1.794,0.885,9b93-d7b5-580a-9459|11fe-05d8-580f-1a1c|4947-baeb-67a6-4d86,"[Science] Complete a task requiring: validate numeric answer exactly, model agent false belief, follow strict output format."
87d9-d70b-9133-c6e7,detect-read (Office),mixed,2,1.783,0.86,9497-0a31-bdac-d752|2c4b-d52c-515f-3d93,"[Office] Complete a task requiring: detect self serving attribution, read file summarize role."
940f-23aa-4e78-1933,trace-model (Mfg),mixed,2,2.01,0.194,88ef-dd83-ca4a-4ea3|11fe-05d8-580f-1a1c,"[Mfg] Complete a task requiring: trace variable across call, model agent false belief."
5812-fb30-7670-86e0,maintain-negate (Finance),mixed,2,2.081,0.561,5e4d-1d58-97b4-101e|d99b-3d1e-59b2-7635,"[Finance] Complete a task requiring: maintain consistent narrative tense, negate reductio ad absurdum."
8357-d89c-1061-4181,write-trace (Health),mixed,2,2.197,0.751,d19f-5218-6b1f-762d|88ef-dd83-ca4a-4ea3,"[Health] Complete a task requiring: write second person imperative, trace variable across call."
eb57-face-9e9d-08c5,write-use-infer (Health),mixed,3,2.447,0.617,d19f-5218-6b1f-762d|a0b0-1fee-981c-21e2|0cd2-0be4-551b-3df9,"[Health] Complete a task requiring: write second person imperative, use extended visual metaphor, infer hidden speaker intention."
1a9d-1da1-4520-7be7,infer-maintain (Media),mixed,2,2.283,0.881,0cd2-0be4-551b-3df9|5e4d-1d58-97b4-101e,"[Media] Complete a task requiring: infer hidden speaker intention, maintain consistent narrative tense."
db32-56a8-5750-a4fe,mask-compute-detect (Math),mixed,3,2.331,0.49,8f7d-c7b7-a67c-1b42|e306-9670-5742-a9e0|9497-0a31-bdac-d752,"[Math] Complete a task requiring: mask personally identifiable token, compute weighted average correctly, detect self serving attribution."
15e5-9b29-fd3c-fa36,parse-factor (Science),mixed,2,2.202,0.026,770a-9805-f599-86ad|c3df-bdf4-2447-8417,"[Science] Complete a task requiring: parse malformed csv row, factor quadratic expression cleanly."
4d58-831d-75cd-60a5,maintain-follow-negate (Finance),mixed,3,2.591,0.897,5e4d-1d58-97b4-101e|4947-baeb-67a6-4d86|d99b-3d1e-59b2-7635,"[Finance] Complete a task requiring: maintain consistent narrative tense, follow strict output format, negate reductio ad absurdum."
efa6-4435-49df-f421,infer-mask (Energy),mixed,2,2.129,0.169,0cd2-0be4-551b-3df9|8f7d-c7b7-a67c-1b42,"[Energy] Complete a task requiring: infer hidden speaker intention, mask personally identifiable token."
d82d-3611-0549-579f,negate-compute-follow (Office),mixed,3,2.631,0.264,d99b-3d1e-59b2-7635|e306-9670-5742-a9e0|4947-baeb-67a6-4d86,"[Office] Complete a task requiring: negate reductio ad absurdum, compute weighted average correctly, follow strict output format."
1dc6-923f-edf6-188a,mask-write-follow (Cyber),mixed,3,2.457,0.132,8f7d-c7b7-a67c-1b42|d19f-5218-6b1f-762d|4947-baeb-67a6-4d86,"[Cyber] Complete a task requiring: mask personally identifiable token, write second person imperative, follow strict output format."
b94b-945b-92ba-6010,mask-write (SW Eng),mixed,2,2.172,0.207,8f7d-c7b7-a67c-1b42|d19f-5218-6b1f-762d,"[SW Eng] Complete a task requiring: mask personally identifiable token, write second person imperative."
a998-44f3-13ad-2258,infer-compute (Cyber),mixed,2,2.69,0.108,0cd2-0be4-551b-3df9|e306-9670-5742-a9e0,"[Cyber] Complete a task requiring: infer hidden speaker intention, compute weighted average correctly."
6560-cd72-8f5e-aa95,write-trace-infer (Health),mixed,3,2.98,0.226,d19f-5218-6b1f-762d|88ef-dd83-ca4a-4ea3|0cd2-0be4-551b-3df9,"[Health] Complete a task requiring: write second person imperative, trace variable across call, infer hidden speaker intention."
e605-6e7f-1531-ddd2,detect (Office),mixed,1,2.591,0.352,9497-0a31-bdac-d752,[Office] Complete a task requiring: detect self serving attribution.
7c07-c09c-928d-33c0,trace-read (Mfg),mixed,2,2.88,0.68,88ef-dd83-ca4a-4ea3|2c4b-d52c-515f-3d93,"[Mfg] Complete a task requiring: trace variable across call, read file summarize role."
b61f-966a-77f4-4dc4,use (Energy),mixed,1,2.942,0.649,a0b0-1fee-981c-21e2,[Energy] Complete a task requiring: use extended visual metaphor.
4212-2863-6e79-5c6b,follow-trace (Cyber),mixed,2,2.928,0.637,4947-baeb-67a6-4d86|88ef-dd83-ca4a-4ea3,"[Cyber] Complete a task requiring: follow strict output format, trace variable across call."
3c3e-1b97-0291-d0b1,trace-negate-redact (Science),mixed,3,3.111,0.704,88ef-dd83-ca4a-4ea3|d99b-3d1e-59b2-7635|368d-9858-4d5d-de23,"[Science] Complete a task requiring: trace variable across call, negate reductio ad absurdum, redact sensitive financial figure."
210a-80e1-68f1-7c49,use (Science),mixed,1,3.276,0.403,a0b0-1fee-981c-21e2,[Science] Complete a task requiring: use extended visual metaphor.
3e46-9b86-93d5-d4e3,negate (Mfg),mixed,1,3.137,0.708,d99b-3d1e-59b2-7635,[Mfg] Complete a task requiring: negate reductio ad absurdum.
f35d-fce5-3ee0-e316,model-follow (SW Eng),mixed,2,2.967,0.416,11fe-05d8-580f-1a1c|4947-baeb-67a6-4d86,"[SW Eng] Complete a task requiring: model agent false belief, follow strict output format."
b5fa-a95b-3d93-4c72,compute-redact-factor (Office),mixed,3,3.312,0.845,e306-9670-5742-a9e0|368d-9858-4d5d-de23|c3df-bdf4-2447-8417,"[Office] Complete a task requiring: compute weighted average correctly, redact sensitive financial figure, factor quadratic expression cleanly."
21c8-dfd0-3189-641b,follow-compute (Health),mixed,2,3.271,0.146,4947-baeb-67a6-4d86|e306-9670-5742-a9e0,"[Health] Complete a task requiring: follow strict output format, compute weighted average correctly."
1fca-856b-06bf-b6dc,write-compute-negate (Finance),mixed,3,3.426,0.283,d19f-5218-6b1f-762d|e306-9670-5742-a9e0|d99b-3d1e-59b2-7635,"[Finance] Complete a task requiring: write second person imperative, compute weighted average correctly, negate reductio ad absurdum."
e7b1-70c1-3569-bf86,write-read (Energy),mixed,2,3.175,0.145,d19f-5218-6b1f-762d|2c4b-d52c-515f-3d93,"[Energy] Complete a task requiring: write second person imperative, read file summarize role."
1bf6-bddd-f524-6cd3,compute-redact-negate (Media),mixed,3,3.461,0.236,e306-9670-5742-a9e0|368d-9858-4d5d-de23|d99b-3d1e-59b2-7635,"[Media] Complete a task requiring: compute weighted average correctly, redact sensitive financial figure, negate reductio ad absurdum."
1e85-bf2a-4012-2ee7,trace-extract (Office),mixed,2,3.776,0.604,88ef-dd83-ca4a-4ea3|2cef-86c9-1c16-d9ca,"[Office] Complete a task requiring: trace variable across call, extract main claim text."
e467-febd-0338-a7ba,code-locate-spawn,code,1,-0.6,0.6,65bd-46f9-77c3-4d80,"Source file `dodge.p8.lua`:
```lua
-- dodge -- a tiny PICO-8-style arcade game (original, MIT-licensed sample)
-- Plain Lua extracted from the cart's __lua__ section. Used as a small, self
-- contained code corpus for code-navigation / explanation / decomposition tasks.
-- ~10 functions with clear call sites so tasks have deterministic gold answers.

player = {}
enemies = {}
score = 0
lives = 3
state = ""play""

function _init()
  reset_game()
end

function reset_game()
  player = { x = 64, y = 110, w = 6, spd = 2 }
  enemies = {}
  score = 0
  lives = 3
  state = ""play""
end

function spawn_enemy()
  local e = { x = flr(rnd(120)) + 4, y = -4, spd = rnd(2) + 1 }
  add(enemies, e)
end

function move_player()
  if btn(0) then player.x = player.x - player.spd end
  if btn(1) then player.x = player.x + player.spd end
  player.x = mid(2, player.x, 120)
end

function update_enemies()
  for e in all(enemies) do
    e.y = e.y + e.spd
    if e.y > 132 then
      del(enemies, e)
      score = score + 1
    end
  end
end

function check_collision()
  for e in all(enemies) do
    if abs(e.x - player.x) < 6 and abs(e.y - player.y) < 6 then
      del(enemies, e)
      lose_life()
    end
  end
end

function lose_life()
  lives = lives - 1
  if lives <= 0 then
    state = ""over""
  end
end

function draw_hud()
  print(""score "" .. score, 2, 2, 7)
  print(""lives "" .. lives, 90, 2, 8)
end

function _update()
  if state == ""over"" then
    if btnp(4) then reset_game() end
    return
  end
  move_player()
  update_enemies()
  check_collision()
  if rnd(1) < 0.04 then spawn_enemy() end
end

function _draw()
  cls(1)
  spr(1, player.x, player.y)
  for e in all(enemies) do
    spr(2, e.x, e.y)
  end
  draw_hud()
  if state == ""over"" then
    print(""game over"", 44, 60, 7)
  end
end

```

Question (dodge.p8.lua): Which function adds a new enemy to the game? Answer with the function name only."
e11c-2165-6632-5074,code-locate-loselife,code,1,0.1,0.6,65bd-46f9-77c3-4d80,"Source file `dodge.p8.lua`:
```lua
-- dodge -- a tiny PICO-8-style arcade game (original, MIT-licensed sample)
-- Plain Lua extracted from the cart's __lua__ section. Used as a small, self
-- contained code corpus for code-navigation / explanation / decomposition tasks.
-- ~10 functions with clear call sites so tasks have deterministic gold answers.

player = {}
enemies = {}
score = 0
lives = 3
state = ""play""

function _init()
  reset_game()
end

function reset_game()
  player = { x = 64, y = 110, w = 6, spd = 2 }
  enemies = {}
  score = 0
  lives = 3
  state = ""play""
end

function spawn_enemy()
  local e = { x = flr(rnd(120)) + 4, y = -4, spd = rnd(2) + 1 }
  add(enemies, e)
end

function move_player()
  if btn(0) then player.x = player.x - player.spd end
  if btn(1) then player.x = player.x + player.spd end
  player.x = mid(2, player.x, 120)
end

function update_enemies()
  for e in all(enemies) do
    e.y = e.y + e.spd
    if e.y > 132 then
      del(enemies, e)
      score = score + 1
    end
  end
end

function check_collision()
  for e in all(enemies) do
    if abs(e.x - player.x) < 6 and abs(e.y - player.y) < 6 then
      del(enemies, e)
      lose_life()
    end
  end
end

function lose_life()
  lives = lives - 1
  if lives <= 0 then
    state = ""over""
  end
end

function draw_hud()
  print(""score "" .. score, 2, 2, 7)
  print(""lives "" .. lives, 90, 2, 8)
end

function _update()
  if state == ""over"" then
    if btnp(4) then reset_game() end
    return
  end
  move_player()
  update_enemies()
  check_collision()
  if rnd(1) < 0.04 then spawn_enemy() end
end

function _draw()
  cls(1)
  spr(1, player.x, player.y)
  for e in all(enemies) do
    spr(2, e.x, e.y)
  end
  draw_hud()
  if state == ""over"" then
    print(""game over"", 44, 60, 7)
  end
end

```

Question (dodge.p8.lua): Which function decreases the player's lives and sets the state to 'over' when lives reach zero? Function name only."
63b2-b297-1f10-0ee9,code-grep-spr,code,1,-0.3,0.6,0d3e-98a9-9527-5103,"Source file `dodge.p8.lua`:
```lua
-- dodge -- a tiny PICO-8-style arcade game (original, MIT-licensed sample)
-- Plain Lua extracted from the cart's __lua__ section. Used as a small, self
-- contained code corpus for code-navigation / explanation / decomposition tasks.
-- ~10 functions with clear call sites so tasks have deterministic gold answers.

player = {}
enemies = {}
score = 0
lives = 3
state = ""play""

function _init()
  reset_game()
end

function reset_game()
  player = { x = 64, y = 110, w = 6, spd = 2 }
  enemies = {}
  score = 0
  lives = 3
  state = ""play""
end

function spawn_enemy()
  local e = { x = flr(rnd(120)) + 4, y = -4, spd = rnd(2) + 1 }
  add(enemies, e)
end

function move_player()
  if btn(0) then player.x = player.x - player.spd end
  if btn(1) then player.x = player.x + player.spd end
  player.x = mid(2, player.x, 120)
end

function update_enemies()
  for e in all(enemies) do
    e.y = e.y + e.spd
    if e.y > 132 then
      del(enemies, e)
      score = score + 1
    end
  end
end

function check_collision()
  for e in all(enemies) do
    if abs(e.x - player.x) < 6 and abs(e.y - player.y) < 6 then
      del(enemies, e)
      lose_life()
    end
  end
end

function lose_life()
  lives = lives - 1
  if lives <= 0 then
    state = ""over""
  end
end

function draw_hud()
  print(""score "" .. score, 2, 2, 7)
  print(""lives "" .. lives, 90, 2, 8)
end

function _update()
  if state == ""over"" then
    if btnp(4) then reset_game() end
    return
  end
  move_player()
  update_enemies()
  check_collision()
  if rnd(1) < 0.04 then spawn_enemy() end
end

function _draw()
  cls(1)
  spr(1, player.x, player.y)
  for e in all(enemies) do
    spr(2, e.x, e.y)
  end
  draw_hud()
  if state == ""over"" then
    print(""game over"", 44, 60, 7)
  end
end

```

Question (dodge.p8.lua): How many times is the spr() built-in called in this file? Answer with a number."
0928-6f1d-66d7-b5d4,code-count-funcs,code,2,0.2,0.6,0d3e-98a9-9527-5103|dae0-f321-5b75-3e1c,"Source file `dodge.p8.lua`:
```lua
-- dodge -- a tiny PICO-8-style arcade game (original, MIT-licensed sample)
-- Plain Lua extracted from the cart's __lua__ section. Used as a small, self
-- contained code corpus for code-navigation / explanation / decomposition tasks.
-- ~10 functions with clear call sites so tasks have deterministic gold answers.

player = {}
enemies = {}
score = 0
lives = 3
state = ""play""

function _init()
  reset_game()
end

function reset_game()
  player = { x = 64, y = 110, w = 6, spd = 2 }
  enemies = {}
  score = 0
  lives = 3
  state = ""play""
end

function spawn_enemy()
  local e = { x = flr(rnd(120)) + 4, y = -4, spd = rnd(2) + 1 }
  add(enemies, e)
end

function move_player()
  if btn(0) then player.x = player.x - player.spd end
  if btn(1) then player.x = player.x + player.spd end
  player.x = mid(2, player.x, 120)
end

function update_enemies()
  for e in all(enemies) do
    e.y = e.y + e.spd
    if e.y > 132 then
      del(enemies, e)
      score = score + 1
    end
  end
end

function check_collision()
  for e in all(enemies) do
    if abs(e.x - player.x) < 6 and abs(e.y - player.y) < 6 then
      del(enemies, e)
      lose_life()
    end
  end
end

function lose_life()
  lives = lives - 1
  if lives <= 0 then
    state = ""over""
  end
end

function draw_hud()
  print(""score "" .. score, 2, 2, 7)
  print(""lives "" .. lives, 90, 2, 8)
end

function _update()
  if state == ""over"" then
    if btnp(4) then reset_game() end
    return
  end
  move_player()
  update_enemies()
  check_collision()
  if rnd(1) < 0.04 then spawn_enemy() end
end

function _draw()
  cls(1)
  spr(1, player.x, player.y)
  for e in all(enemies) do
    spr(2, e.x, e.y)
  end
  draw_hud()
  if state == ""over"" then
    print(""game over"", 44, 60, 7)
  end
end

```

Question (dodge.p8.lua): How many functions are defined in this file? Answer with a single number."
